timestamp_us,relative_time_ms,accel_x_mg,accel_y_mg,accel_z_mg,gyro_x_dps,gyro_y_dps,gyro_z_dps,accel_magnitude,gyro_magnitude
442360.546,0.1280779999999795,157.0,-986.0,-175.0,420.0,-770.0,-490.0,1013.6419486189391,1004.6890066085126
442360.546,0.1280779999999795,156.0,-986.0,-176.0,490.0,-770.0,-560.0,1013.660692736973,1070.7940978544848
442360.546,0.1280779999999795,155.0,-986.0,-175.0,420.0,-770.0,-560.0,1013.3341008769023,1040.6248123122955
442360.546,0.1280779999999795,155.0,-987.0,-175.0,420.0,-770.0,-630.0,1014.3071526909391,1079.907403437906
442360.546,0.1280779999999795,157.0,-987.0,-175.0,420.0,-770.0,-630.0,1014.6147051960168,1079.907403437906
442360.546,0.1280779999999795,157.0,-986.0,-176.0,420.0,-770.0,-700.0,1013.8150718942779,1122.1853679316978
442360.546,0.1280779999999795,158.0,-986.0,-175.0,420.0,-770.0,-630.0,1013.7973170215041,1079.907403437906
442360.734,0.12826600000000327,157.0,-985.0,-176.0,420.0,-840.0,-560.0,1012.8425346518579,1093.4349546269316
442360.734,0.12826600000000327,156.0,-986.0,-175.0,420.0,-840.0,-560.0,1013.4875430906884,1093.4349546269316
442360.734,0.12826600000000327,155.0,-987.0,-175.0,420.0,-770.0,-490.0,1014.3071526909391,1004.6890066085126
442360.734,0.12826600000000327,154.0,-986.0,-175.0,420.0,-770.0,-560.0,1013.1816224152509,1040.6248123122955
442360.734,0.12826600000000327,156.0,-986.0,-175.0,490.0,-700.0,-630.0,1013.4875430906884,1061.602562167217
442360.734,0.12826600000000327,156.0,-986.0,-175.0,420.0,-700.0,-630.0,1013.4875430906884,1031.1643903859365
442360.734,0.12826600000000327,157.0,-987.0,-175.0,420.0,-840.0,-630.0,1014.6147051960168,1130.884609498246
442360.734,0.12826600000000327,158.0,-986.0,-175.0,420.0,-770.0,-560.0,1013.7973170215041,1040.6248123122955
442360.734,0.12826600000000327,157.0,-986.0,-176.0,420.0,-840.0,-560.0,1013.8150718942779,1093.4349546269316
442360.734,0.12826600000000327,156.0,-986.0,-175.0,420.0,-770.0,-560.0,1013.4875430906884,1040.6248123122955
442360.734,0.12826600000000327,154.0,-986.0,-175.0,420.0,-840.0,-560.0,1013.1816224152509,1093.4349546269316
442360.734,0.12826600000000327,155.0,-986.0,-175.0,490.0,-770.0,-560.0,1013.3341008769023,1070.7940978544848
442360.734,0.12826600000000327,156.0,-986.0,-175.0,420.0,-700.0,-560.0,1013.4875430906884,989.9494936611666
442360.734,0.12826600000000327,157.0,-987.0,-175.0,350.0,-700.0,-630.0,1014.6147051960168,1004.6890066085126
442360.734,0.12826600000000327,157.0,-986.0,-175.0,350.0,-700.0,-630.0,1013.6419486189391,1004.6890066085126
442360.734,0.12826600000000327,158.0,-986.0,-175.0,420.0,-840.0,-560.0,1013.7973170215041,1093.4349546269316
442360.734,0.12826600000000327,156.0,-986.0,-175.0,490.0,-770.0,-560.0,1013.4875430906884,1070.7940978544848
442360.734,0.12826600000000327,156.0,-986.0,-175.0,490.0,-840.0,-560.0,1013.4875430906884,1122.1853679316978
442360.734,0.12826600000000327,156.0,-986.0,-175.0,350.0,-910.0,-560.0,1013.4875430906884,1124.3664882946307
442360.734,0.12826600000000327,155.0,-987.0,-175.0,420.0,-770.0,-560.0,1014.3071526909391,1040.6248123122955
442360.906,0.12843800000002376,157.0,-986.0,-175.0,420.0,-770.0,-560.0,1013.6419486189391,1040.6248123122955
442360.906,0.12843800000002376,157.0,-986.0,-175.0,420.0,-700.0,-630.0,1013.6419486189391,1031.1643903859365
442360.906,0.12843800000002376,157.0,-986.0,-175.0,420.0,-700.0,-560.0,1013.6419486189391,989.9494936611666
442360.906,0.12843800000002376,158.0,-986.0,-175.0,420.0,-770.0,-560.0,1013.7973170215041,1040.6248123122955
442360.906,0.12843800000002376,156.0,-986.0,-175.0,490.0,-840.0,-560.0,1013.4875430906884,1122.1853679316978
442360.906,0.12843800000002376,155.0,-986.0,-175.0,420.0,-840.0,-490.0,1013.3341008769023,1059.292216529509
442360.906,0.12843800000002376,156.0,-986.0,-176.0,420.0,-770.0,-560.0,1013.660692736973,1040.6248123122955
